event,city,user_id,gaid,lr_uid,brand,date_stamp_ist,date_ist
Video Watched,New Delhi,aaeabde34d92482fa917cbe8b3cbb3ed,6ef1f177-0b25-45c9-b945-c8c076fe37bd,aaeabde34d92482fa917cbe8b3cbb3ed,realme,01-11-2020,01-11-2020 13:16
Video Watched,null,null,038f67d3-6f53-4f78-bd90-55c509f2c96f,y6AyW6qCZaTJD2MfJOYZJyZgA902,HONOR,01-11-2020,01-11-2020 12:44
Video Watched,Delhi,null,ec9cbf2f-f986-4b6e-93cf-7b8805197f70,B98K1OMaP3NWGMQTgO3fUXOchPt2,xiaomi,01-11-2020,01-11-2020 12:49
mediaReady,Chennai,9D6XYdGF2IVzYFV1mafA84Iswm63,ac81abb5-d4e6-4632-9d64-8d0a23bc40f6,9D6XYdGF2IVzYFV1mafA84Iswm63,vivo,01-11-2020,01-11-2020 12:29
App Access,Lucknow,fa3aKBk0NZPISaOJ5dt7CEemCYf2,34508fa0-1e36-49ea-b738-13159adc7e74,fa3aKBk0NZPISaOJ5dt7CEemCYf2,Xiaomi,01-11-2020,01-11-2020 12:08
App Access,Delhi,2b34def75c24421e990a7f5f5c4e9497,6d12214d-02a6-41bb-8f02-6462e155e52f,2b34def75c24421e990a7f5f5c4e9497,OnePlus,01-11-2020,01-11-2020 13:23
App Access,Noida,zT5GQXE6sNa5ywB2KWrpC7DVtTG3,132c65c9-ae7b-41de-a7b8-4fc4b0440ffa,zT5GQXE6sNa5ywB2KWrpC7DVtTG3,samsung,01-11-2020,01-11-2020 13:30
mediaReady,New Delhi,null,c33d8c44-85f4-4035-9be4-f13f69951bfc,5UHrAYphcyMqyLYluzm96CBLn0l2,vivo,01-11-2020,01-11-2020 12:54
App Access,Mumbai,JJMljPz7c5P7v7fHQANCuabYpZI2,2da70cab-1c8e-4432-9a60-9bcafca91c5b,JJMljPz7c5P7v7fHQANCuabYpZI2,samsung,01-11-2020,01-11-2020 12:52
App Access,Bellary,null,3cbe2bb0-736c-4a5a-9773-ac2b44c5f438,YnPkrfkwhwcFYtPl4CpO9iV9Vx92,samsung,01-11-2020,01-11-2020 12:03
Video Watched,Lucknow,JQpVfrinU0OfWx41lhLSOvJfgSE2,2a516fa7-e462-493d-96e2-5ada0630511b,JQpVfrinU0OfWx41lhLSOvJfgSE2,xiaomi,01-11-2020,01-11-2020 01:24
App Access,Surat,c93e2e71517f4d63a904435ca3f5bd3a,4ba698fa-8830-407a-81e5-2be9bd64a01d,c93e2e71517f4d63a904435ca3f5bd3a,OnePlus,01-11-2020,01-11-2020 13:40
mediaReady,Darbhanga,null,142606f9-bb2c-4d03-b2b3-c026ccbf9bb5,1Thm8xHGLteCut7MVIDFlSorRuC2,OPPO,01-11-2020,01-11-2020 00:26
Video Watched,Bhopal,3TmSpPq0Y5Ry67jWrtKZ5a9iGDN2,fb5a4722-04a1-47a6-99ca-b25badba5aac,3TmSpPq0Y5Ry67jWrtKZ5a9iGDN2,motorola,01-11-2020,01-11-2020 12:36
App Access,Lucknow,fede1adbbb5844789d07c6827c4507a2,8a29deb3-50a9-41a1-a1be-ea5b250a8c1a,fede1adbbb5844789d07c6827c4507a2,Nokia,01-11-2020,01-11-2020 13:26
Video Watched,Bhubaneswar,7a57ebea42cc4b7a9382ac48fc45d0d5,b741e7e6-f373-4a9a-b8ad-57c0b0ccce8c,7a57ebea42cc4b7a9382ac48fc45d0d5,Lenovo,01-11-2020,01-11-2020 13:56
mediaReady,Patna,d01a9da53b9a4c08b69ff71547e0fd36,481614dd-b6f4-4148-a8fb-e571ce706699,d01a9da53b9a4c08b69ff71547e0fd36,realme,01-11-2020,01-11-2020 13:27
Video Watched,Thane,05800b5bc4af49a6868dc6cc9a4edcb5,D855BD58-9B08-4647-B3CB-0BBB685C0141,null,null,01-11-2020,01-11-2020 12:54
mediaReady,Patna,yfmoXHYdgtWGmpG314i2bKnTFS42,11bf9715-04e8-4a78-929e-2d8276386347,yfmoXHYdgtWGmpG314i2bKnTFS42,Realme,01-11-2020,01-11-2020 12:48
mediaReady,Bengaluru,null,5f78088e-0729-4aaf-8122-4bb13b54cb8e,XCzmfBUdjAggAj5TCRohRfaLpyH2,vivo,01-11-2020,01-11-2020 13:19
App Access,New Delhi,fb86f57cc95e42e9aa288555269352e3,4afd4a2c-204a-4c5a-a97b-018b52afc9db,fb86f57cc95e42e9aa288555269352e3,samsung,01-11-2020,01-11-2020 12:33
App Access,Pune,527903b9c6c044e0902ebf62f8c5d23c,91342141-cc23-4e97-a38d-8d5411635b18,527903b9c6c044e0902ebf62f8c5d23c,samsung,01-11-2020,01-11-2020 12:01
Video Watched,Ahmedabad,null,40375d98-69dc-457d-ae79-f8394f800c70,xNajAzWeofN46g14xx9hs9AfjL03,vivo,01-11-2020,01-11-2020 12:00
App Opened,Pune,GvTTS7O0V4crzmIyDQV3WfxbfPc2,29863f53-5d8c-406e-96e1-e4d096cb1e13,GvTTS7O0V4crzmIyDQV3WfxbfPc2,samsung,01-11-2020,01-11-2020 12:26
mediaReady,Pune,null,3b3c6c24-770f-498d-88c9-a7a45521e7b0,7dfef3a7aed5496bae5572dc2754f2d3,xiaomi,01-11-2020,01-11-2020 13:49
App Access,Jabalpur,6261afdc67734f81828e29b81a21a5bf,e73c96c7-04c4-49ed-93db-b614f96b0f26,6261afdc67734f81828e29b81a21a5bf,OPPO,01-11-2020,01-11-2020 12:11
App Access,Pune,null,ca541b65-d828-418e-8359-afb9e41e3964,QvUirOQvf5On6o7vJF7SvVohpg52,OPPO,01-11-2020,01-11-2020 12:01
App Access,Lucknow,c630ed8482804259820a413ab9945d67,e139b319-361d-4357-8235-379a53d84f77,c630ed8482804259820a413ab9945d67,realme,01-11-2020,01-11-2020 13:29
App Access,Ambala,vPx1w8HF3iYpU4Q4zq5Ingf3Bty2,fa1ef9b1-7d91-4a54-a1b3-df89c6960ed7,vPx1w8HF3iYpU4Q4zq5Ingf3Bty2,OnePlus,01-11-2020,01-11-2020 12:48
mediaReady,Kolkata,ibK51OgY5WM4Pmc1IgQVdktWrI73,110ebb35-e819-4a20-8add-eda9c34117d2,ibK51OgY5WM4Pmc1IgQVdktWrI73,samsung,01-11-2020,01-11-2020 13:35
App Access,null,0a2eb6da48de40a3a9f58985d45b90af,6b65cd60-c8de-4fc4-85b7-c2a0793dc243,0a2eb6da48de40a3a9f58985d45b90af,samsung,01-11-2020,01-11-2020 12:10
Video Watched,Jaipur,null,f7fcf14c-bf64-4306-b498-45d37c6a2c47,qKoK55oD8Pe61yeqRYYYY7n6FVh1,realme,01-11-2020,01-11-2020 12:57
App Access,Hyderabad,9895b92b6ee4499dbcf5d22f28063f4e,a60fc30c-e1fe-442a-be45-d9d4caad4e6b,9895b92b6ee4499dbcf5d22f28063f4e,OnePlus,01-11-2020,01-11-2020 12:59
App Access,Delhi,null,75f867cb-8909-485a-baef-d76d87ab21ac,GBLUVxB1g5UT21rrOjVHJknJsmR2,samsung,01-11-2020,01-11-2020 13:25
App Access,Delhi,IsTzLTOAPcdRDQt5Eu3NioiIorE2,7430ea2a-4084-486f-8580-b9f2456938f8,IsTzLTOAPcdRDQt5Eu3NioiIorE2,samsung,01-11-2020,01-11-2020 13:42
App Access,Pune,null,bb7db6bc-839c-4aaf-b3b0-34b1e4e5b11f,blLsROwpBsX1aXNpsW40NiRZSyo1,vivo,01-11-2020,01-11-2020 00:19
Video Watched,Delhi,AT2u2JdiEOYM9vVanulqwWdHtWo1,f1bd142c-554f-40f6-9d5b-6c309d22a592,AT2u2JdiEOYM9vVanulqwWdHtWo1,OPPO,01-11-2020,01-11-2020 13:03
Video Watched,New Delhi,a28f8aa78bc3448da1ac6d811ad5b3ad,3ec25e19-8183-4b34-aeb5-275a85d7690d,a28f8aa78bc3448da1ac6d811ad5b3ad,xiaomi,01-11-2020,01-11-2020 13:07
Video Watched,New Delhi,null,7275a00c-d07c-4d68-97bb-5b2ac522c8e7,hEPnTE7ewOYDRL86mAhJDR5mXxa2,samsung,01-11-2020,01-11-2020 13:30
mediaReady,New Delhi,null,f38bb0b6-2f0f-428b-a292-2243e5d74e99,n1KP5Emms8hUlDizIo9K7OUhGXa2,lge,01-11-2020,01-11-2020 13:04
App Access,Lucknow,q7yGQEZRyHTVlQcVOvhEb9NPRRw2,fb59f21a-d2df-4739-b6bd-d00720f42df8,q7yGQEZRyHTVlQcVOvhEb9NPRRw2,samsung,01-11-2020,01-11-2020 11:14
mediaReady,Pune,MZ0Ym43KrGeoRBQYlKCPax8A5RS2,932cb1ab-b57b-4b30-a923-b4ce06df5e8b,MZ0Ym43KrGeoRBQYlKCPax8A5RS2,OPPO,01-11-2020,01-11-2020 09:32
mediaReady,Bhubaneswar,01oUFoh5RkPufpGDkRGIOlejT7u2,c84dae46-dfa3-4919-a89e-3d5bbce1ee88,01oUFoh5RkPufpGDkRGIOlejT7u2,samsung,01-11-2020,01-11-2020 13:46
App Access,Mumbai,null,180a5db1-2639-4568-9488-490a0a964d34,03iwDDcrJJQwwpC3QMnY9yaKTpr1,OnePlus,01-11-2020,01-11-2020 13:30
mediaReady,Lucknow,null,725f279a-2b86-4b56-a7d5-4dd901b64154,ZGroeE6IQEMepR3RBuldWRpaI6J3,samsung,01-11-2020,01-11-2020 12:02
App Access,Surat,55998bca809040e2823be522c7440b4e,80a75ab3-885b-4456-9494-2c8586e08ee9,null,OPPO,01-11-2020,01-11-2020 13:49
mediaReady,Lucknow,9K2gMLIHXhVbiH5Yl2jQUFLOWlw2,3b7d7e4b-ca90-41e5-b659-d72841d1c2ee,9K2gMLIHXhVbiH5Yl2jQUFLOWlw2,realme,01-11-2020,01-11-2020 12:03
mediaReady,Delhi,474f74ab0d274707853f75cf89d79c38,28db320a-53f2-445f-bcb5-2b66502323e0,474f74ab0d274707853f75cf89d79c38,samsung,01-11-2020,01-11-2020 12:58
App Access,Delhi,null,48bbba29-a161-407d-a4dc-35829e929c6c,HLaDnuhCjBP8PhHomkmVhXjeX5j1,OPPO,01-11-2020,01-11-2020 12:37
mediaReady,Lucknow,LiOY4OdE45UV9hXu8G7ytN6UY573,2f788aa2-2805-4ccd-9358-435f242640aa,LiOY4OdE45UV9hXu8G7ytN6UY573,Xiaomi,01-11-2020,01-11-2020 12:44
App Access,Khanna,null,184346ab-62bb-4ac2-aed5-96d554a23e9a,ULQSTRFFdBNK0XTlk0LCzvV29jE2,samsung,01-11-2020,01-11-2020 13:39
Video Watched,Lucknow,5O6ObsdBUPMUpsdEYiSD4bSBAFk1,89e6f093-6d21-4e64-a7a0-828694bdec0f,5O6ObsdBUPMUpsdEYiSD4bSBAFk1,realme,01-11-2020,01-11-2020 13:09
mediaReady,Patna,null,6247ad39-b855-414c-850a-5e12f63203b7,rUYsx3YBKXh6J1QxjvGz5D57uOn1,xiaomi,01-11-2020,01-11-2020 05:58
App Access,New Delhi,7yohD1NAZhRkHR5nbCn0TQifPOV2,fee1397c-bed6-4ec7-ac22-9c8f54bbc190,7yohD1NAZhRkHR5nbCn0TQifPOV2,Xiaomi,01-11-2020,01-11-2020 13:17
Video Watched,Bhubaneswar,967c3c882d674f8999d043d601fc8a45,eb00776c-1da4-4663-9389-17c366ceefe8,967c3c882d674f8999d043d601fc8a45,OPPO,01-11-2020,01-11-2020 13:09
Video Watched,Ahmedabad,null,dc6dcf69-09f0-4e5c-9399-4e5efa950411,06hzP0mAB6NR53Qz5whf7Uhotx52,vivo,01-11-2020,01-11-2020 12:31
mediaReady,New Delhi,yUziUnQ6ebdCID0ZmdLRnMARmhH3,a5c0a5a1-a4dd-4aca-91da-947f30fda0b8,yUziUnQ6ebdCID0ZmdLRnMARmhH3,Realme,01-11-2020,01-11-2020 06:01
Video Watched,Pune,408329afeeed469e930a321b508e574a,7e59b0b0-5e79-4e42-b7b7-9d757c0845fd,408329afeeed469e930a321b508e574a,OnePlus,01-11-2020,01-11-2020 12:03
App Access,Kochi,NxfTXzptEKbOAR7xFIUrCLQoWpb2,1c6bff85-1f7c-42e1-895d-1eb0d1624d65,NxfTXzptEKbOAR7xFIUrCLQoWpb2,OnePlus,01-11-2020,01-11-2020 13:18
Video Watched,Ludhiana,ee39fdbd34844700876b69d79b04d448,da8aaf83-895a-471f-a585-e354b0ef96a8,ee39fdbd34844700876b69d79b04d448,vivo,01-11-2020,01-11-2020 10:53
Video Watched,Patna,null,f3f98e47-9e28-4c03-9ae7-09599bf46b23,yT00iempoqWAM5X5yHn05LFwSxI2,Lenovo,01-11-2020,01-11-2020 12:29
mediaReady,Varanasi,7SvTb81pg0VoL36TMv8HDH8Vt9j2,7786663a-fbbc-468b-9d20-160179d83542,7SvTb81pg0VoL36TMv8HDH8Vt9j2,vivo,01-11-2020,01-11-2020 13:08
Video Watched,null,Gak08y3nHaWgPvSW9bimox61De72,54c13f17-c7c7-4096-a0a8-b22528e55e07,Gak08y3nHaWgPvSW9bimox61De72,samsung,01-11-2020,01-11-2020 13:18
App Access,Ahmedabad,null,290cff85-9300-4abb-8b5d-2ad27727058c,8dfSiV2UTDgGTMimpRKcM61zKCx2,vivo,01-11-2020,01-11-2020 13:36
App Access,Vijayawada,f9sWQTswLCXiZSsLKCSL3psqBz43,8a4f6cc0-0ff4-4488-96a1-4fb8d15fae81,f9sWQTswLCXiZSsLKCSL3psqBz43,OPPO,01-11-2020,01-11-2020 12:26
mediaReady,Lucknow,null,b502a4a6-4f7d-4a3f-91ad-5cfef8f50f67,UvN4B7A6OjOmjIudxRhiJtL9tBA3,xiaomi,01-11-2020,01-11-2020 13:37
mediaReady,Ludhiana,jHzoZCwxhYfXMpSnPepfNxbV1m03,null,jHzoZCwxhYfXMpSnPepfNxbV1m03,OPPO,01-11-2020,01-11-2020 12:01
App Access,Kolkata,null,5e24ffe1-add5-4f11-9701-1cf7aa7c7aa9,9fNTWpclQ2XvPECR6cOoLaYAGFX2,OPPO,01-11-2020,01-11-2020 12:31
App Access,Mohali,null,ef9095b8-08a5-43ba-aeb8-f381a3c6ac59,0Dw4aFzG4kMXUR4R2UldbilpC6t1,xiaomi,01-11-2020,01-11-2020 12:47
App Access,Hyderabad,5730ac45e73d47808878528c1c391b9e,cabef18d-3ad2-4a41-8a94-ff4166740403,5730ac45e73d47808878528c1c391b9e,samsung,01-11-2020,01-11-2020 13:20
App Access,Pune,8b02bf04338c4ba68d76bdaa5cfef2a4,929a108c-01bc-481f-aac4-a91c5b74e234,8b02bf04338c4ba68d76bdaa5cfef2a4,samsung,01-11-2020,01-11-2020 09:03
Video Watched,Kolkata,3f751a98caa0466cb175b7e5334f020f,8009aa14-bf14-4896-ad80-2befd7abd0af,3f751a98caa0466cb175b7e5334f020f,samsung,01-11-2020,01-11-2020 11:02
App Access,Delhi,null,427fea33-ed35-4b5e-92fe-1906f3aadca1,AcwphUfqmQNvQP7lOoYo76fThDM2,xiaomi,01-11-2020,01-11-2020 12:31
App Access,Patna,null,84f467e6-58c8-47a7-ad7f-86d65e12800e,UO3Lh6ONhfZr5kcnaa0E0ms3Ccg1,xiaomi,01-11-2020,01-11-2020 13:42
App Access,Surat,null,39734b5b-c9aa-49ad-ab18-795e06247344,FUAvpKf5kEfSjqocUoFOdHBrdcx2,samsung,01-11-2020,01-11-2020 12:18
Video Watched,Mohali,EcdJ519FIXRbLKORn2Q3BVauVuf2,f4a3721c-bb0c-4fdd-a717-48166d987dbf,EcdJ519FIXRbLKORn2Q3BVauVuf2,vivo,01-11-2020,01-11-2020 13:37
App Install,Jaipur,null,567193a8-5303-44d2-88f2-a54aea295ca1,FeIDmx6umMSV5SNGVVcxh7khadm1,samsung,01-11-2020,01-11-2020 13:43
mediaReady,Delhi,191349ecf4914092a532c606b6f25cd4,46b3a684-672d-4dbf-bab3-bec6b4baeb7c,191349ecf4914092a532c606b6f25cd4,vivo,01-11-2020,01-11-2020 12:22
Video Watched,Badheri,lnVhP7OtfOY8mmHOJhSphYVUX3p2,4644af06-f88b-4f33-9db6-69360af7f10f,lnVhP7OtfOY8mmHOJhSphYVUX3p2,realme,01-11-2020,01-11-2020 13:50
App Access,Kolkata,null,832f8ae0-b9be-4806-9c90-07bc0dad72f7,a6a7206b21534b2faddbe27f808c0dd0,vivo,01-11-2020,01-11-2020 13:29
Video Watched,Lucknow,539b807c968c4e90811d1d5653be1d77,01f3ec4f-069f-4839-937b-1f3624e4e48c,539b807c968c4e90811d1d5653be1d77,samsung,01-11-2020,01-11-2020 13:51
App Access,Lucknow,b4128eba53e24b1ea63f8bd7e617aa86,581bf9a2-434b-4049-97c4-133a59c83f22,b4128eba53e24b1ea63f8bd7e617aa86,vivo,01-11-2020,01-11-2020 12:24
Video Watched,Bhubaneswar,null,ab3e22c6-08aa-4274-801c-b7b040af7082,iXL08iglBFTBgPW5H8mXGOsJOm63,Xiaomi,01-11-2020,01-11-2020 12:30
Video Watched,Kolkata,null,61efaa7d-a5c7-4fd6-8fc8-9eac49dc3f55,eQSePd1leRRg0bEs0hhaFHJpyof1,POCO,01-11-2020,01-11-2020 12:58
mediaReady,Patna,dX3RfwmXWngCNbvWdp5YDbDfqUy1,b3d41777-16e1-4159-a1ca-9eb582b2f44d,dX3RfwmXWngCNbvWdp5YDbDfqUy1,Xiaomi,01-11-2020,01-11-2020 12:53
App Access,New Delhi,f9c90cb8437f4231bf6e4479ba3bbc08,296cbc15-7e95-420a-8bc6-6ca699159b94,f9c90cb8437f4231bf6e4479ba3bbc08,vivo,01-11-2020,01-11-2020 13:46
Video Watched,Delhi,null,8f3201ba-c83a-47a4-b2ec-523852f4e982,iBe4TJMTsMfMBk8BpOPeCBXMYVk1,Redmi,01-11-2020,01-11-2020 12:36
App Access,Chennai,d4b3cb05ba8b45c7adaacf80ae7f307d,7003e958-dbc3-4fc5-8fc7-3477c78c7abc,d4b3cb05ba8b45c7adaacf80ae7f307d,OnePlus,01-11-2020,01-11-2020 12:09
mediaReady,Amritsar,null,bdb2d4dc-849b-4f59-b9e8-2d6ce5cf1ba7,zldab2Mbvxb1q0fuZHrAEafAwUO2,vivo,01-11-2020,01-11-2020 13:30
App Access,Ranchi,69b502632dd446e99d64c363920aea60,fae960c0-aa7b-4084-a612-78db8443cfdc,69b502632dd446e99d64c363920aea60,samsung,01-11-2020,01-11-2020 13:34
mediaReady,Gandhidham,12cddb29fe814ea4a512358511382ac7,4a0b7820-e497-4c0b-8828-6b039a85854c,12cddb29fe814ea4a512358511382ac7,xiaomi,01-11-2020,01-11-2020 13:24
mediaReady,Kharagpur,e6f231c9363043f49f9ef0e9d6400a16,d57f066c-cdae-47f0-8f2d-8189866ef5c6,e6f231c9363043f49f9ef0e9d6400a16,samsung,01-11-2020,01-11-2020 13:35
mediaReady,Delhi,982828955ec94f3ca0c0cff25e4b2f69,def0ac16-161d-4483-8052-e22a7794e7c8,982828955ec94f3ca0c0cff25e4b2f69,vivo,01-11-2020,01-11-2020 12:16
App Access,Lucknow,eb234b5166ef4e5eb0a435ae8af9b5fe,e4ce89f2-0c02-4f4a-b59a-f3de9d71a91d,eb234b5166ef4e5eb0a435ae8af9b5fe,xiaomi,01-11-2020,01-11-2020 13:22
mediaReady,Mohali,null,4cb482d4-ab7a-4e6f-b07b-acfae948ca3e,U2qfBkBhEHYcTfLoI0umE0rLTWl1,Lava,01-11-2020,01-11-2020 13:33
App Access,Pune,a8f37c67d7744275af1a9f65a25faa98,b43d1811-0d6f-4dae-8056-42fb3597f206,a8f37c67d7744275af1a9f65a25faa98,OPPO,01-11-2020,01-11-2020 12:47
Video Watched,Shimla,null,685a5a74-1fc6-4a42-9afc-8c5e57bccf18,WyJ5FpEVdPXI9sWA4BEoHFjhGbZ2,motorola,01-11-2020,01-11-2020 13:20
Video Watched,Thane,0d84acda90794b5fb75731fc545dcac5,b368e9eb-f4c1-4275-9509-42ec66afe131,0d84acda90794b5fb75731fc545dcac5,Realme,01-11-2020,01-11-2020 12:16
App Access,Pune,null,ea8b9afd-3775-4b91-a0a0-6ae0dd7a9b52,BKme92xTYchqD5YppzptT9NFOcg2,Redmi,01-11-2020,01-11-2020 13:12
mediaReady,Delhi,31UMNCHhKjX00rOB1jgOzuFfPJy2,220a1345-4643-400b-a9d9-cb1ee60c2d64,31UMNCHhKjX00rOB1jgOzuFfPJy2,samsung,01-11-2020,01-11-2020 12:33
App Access,Bengaluru,5h9tZmck4zQKGI15EXmCflD9KCB3,33ee9e46-b7ef-4ed5-a4a6-89ee75c37638,5h9tZmck4zQKGI15EXmCflD9KCB3,OnePlus,01-11-2020,01-11-2020 12:19
App Access,Kolkata,ca2edd47d21a49f587c62160ac11710e,5093b967-3c55-44c5-a809-690ddb4f3344,ca2edd47d21a49f587c62160ac11710e,vivo,01-11-2020,01-11-2020 12:14
App Access,Patna,null,b59335c6-a9e6-4f95-a33d-6223e2281bf3,dgAJs8QZ3dT07hZ3co364Qe7CQW2,samsung,01-11-2020,01-11-2020 13:33
App Access,Hyderabad,ca148dc57f5b4fb3bbb872c9998428d4,8ab422d1-a647-41cc-aa53-51adbe910141,ca148dc57f5b4fb3bbb872c9998428d4,OPPO,01-11-2020,01-11-2020 13:46
App Access,Gorakhpur,krJLa7YvuMVY6qUzsSR3oL1vU9w1,0904a9f0-bc38-416b-98f7-0e2fc80d706d,krJLa7YvuMVY6qUzsSR3oL1vU9w1,Realme,01-11-2020,01-11-2020 13:22
mediaReady,Jaipur,null,4f73c360-d15b-4727-8a7b-f7763fbf1375,qZOQ4nqfz7fNuEDJePikRpCghr32,xiaomi,01-11-2020,01-11-2020 12:41
App Access,Ludhiana,fSnOx63uIaNILBaRh0W7y4xjCnq1,7c9f37a1-b81e-4ad9-9744-25f621d2d145,fSnOx63uIaNILBaRh0W7y4xjCnq1,OPPO,01-11-2020,01-11-2020 12:38
App Access,Lucknow,kmpsPljYIlcVGk8GJB3QVkRzFfO2,db87039c-c135-4a23-94a3-9b3f38d998af,kmpsPljYIlcVGk8GJB3QVkRzFfO2,Xiaomi,01-11-2020,01-11-2020 13:58
App Access,Mumbai,f014a6ca9de74b7a8ede6cc063478ac6,843E1D45-E3B5-4B5F-929F-74198FDB6F9D,null,null,01-11-2020,01-11-2020 13:26
App Access,Shimla,null,7df9ba06-541c-4bc0-9b46-9956e6c5e0e3,Yt7kQEe1ypXCY5hKAOHPEpkkCt13,vivo,01-11-2020,01-11-2020 12:09
Video Watched,Patna,null,6b7fd4e6-a59f-423a-8877-793f7121ede0,DU5LWAlCKHO4gzSn113Yy7jLnVg1,xiaomi,01-11-2020,01-11-2020 12:05
App Access,Delhi,BAJUSYKsk4Pm3Ty97k4AsAqQTDb2,69a440ef-da1d-40a3-b783-527dcaa927d9,BAJUSYKsk4Pm3Ty97k4AsAqQTDb2,Xiaomi,01-11-2020,01-11-2020 13:10
Video Watched,Mysore,null,34aa73ff-53f5-4d4c-bb5b-1aa7feaa2087,CbwXp281EagCTUPEcTYmQYoH1902,OPPO,01-11-2020,01-11-2020 13:16
App Access,New Delhi,6cELK0sa0Sc93NNPh5wXPWLFJui1,76cfb551-d20c-44bc-b245-55760fc092de,6cELK0sa0Sc93NNPh5wXPWLFJui1,HONOR,01-11-2020,01-11-2020 12:32
App Access,Indore,null,f9db1d46-a81b-4517-b427-2a0f749f9513,RknqwQaqqDbfSBuZUZZ3Pv8BweJ2,TECNO,01-11-2020,01-11-2020 12:37
App Access,Hyderabad,null,19d39e1e-193e-4332-a71e-06e753918606,UYVpOOCX2CUvSFmZNFpC4U77nK83,HONOR,01-11-2020,01-11-2020 12:05
App Install,Jaipur,null,68c2dbb3-5c66-45b8-89ea-5a4c9d7bcee6,null,samsung,01-11-2020,01-11-2020 13:02
Video Watched,Thane,sV3WyzfYEEQTcKmqqokaFaIswHq1,6690831f-64fa-4d29-9c4f-6bc11112d8f4,sV3WyzfYEEQTcKmqqokaFaIswHq1,samsung,01-11-2020,01-11-2020 13:56
mediaReady,Hamirpur,null,bcc5e237-e2e5-41a8-81d4-e2e4ecd3dc16,tVH3A3hsY0Tz4Rq17ZEckgETC1h2,OPPO,01-11-2020,01-11-2020 12:56
Video Watched,Bengaluru,XK3gl4ipaaQR9SEAsqzIJCkSnO43,c930853b-78a1-488f-88d5-4de6eb597bf3,XK3gl4ipaaQR9SEAsqzIJCkSnO43,samsung,01-11-2020,01-11-2020 12:07
App Access,Pune,jG8MESG2mqOLnP9KQh8InJokpwg2,1dc270ba-2886-4724-87fe-5acfee1032bc,jG8MESG2mqOLnP9KQh8InJokpwg2,Xiaomi,01-11-2020,01-11-2020 13:09
App Access,Lucknow,null,19f5b6f7-ab23-456e-8644-5148006bcd89,1uk8LwEoMJYkzIK0E4XVoJ7DZw72,OPPO,01-11-2020,01-11-2020 12:39
App Access,Morvi,0688498ee18f4a39a482f469ddb37e85,098ac5b7-83b1-4ee3-b653-b2494c783f6f,0688498ee18f4a39a482f469ddb37e85,xiaomi,01-11-2020,01-11-2020 13:27
mediaReady,Bhubaneswar,LYjrTvHrR9gsHXOIKiy2lVW1Tpf1,c3b4631a-c5e7-4c04-92a6-6d5f0fca7eed,LYjrTvHrR9gsHXOIKiy2lVW1Tpf1,samsung,01-11-2020,01-11-2020 13:50
Video Watched,null,null,45d69dc4-ecbd-44cf-9d2b-865b6c224d30,CJGtW2fWusbhMogfIR8qn2zFGiv1,samsung,01-11-2020,01-11-2020 12:30
App Access,Mumbai,460e9cea5b77485db815221470e31c9d,b5de1867-3c1a-43aa-9620-c3f0cfb865a2,460e9cea5b77485db815221470e31c9d,Micromax,01-11-2020,01-11-2020 12:58
mediaReady,Lucknow,724eb43e0b4e48e08da488774197e16c,b0858b09-4699-4c9c-a0de-b26806c7a961,724eb43e0b4e48e08da488774197e16c,Xiaomi,01-11-2020,01-11-2020 13:00
App Access,Mundamveli,null,5d44719c-a415-49ff-a212-ba29e266b299,c9EC8JXhG8aKjoVI2cxjwFHMwXk2,samsung,01-11-2020,01-11-2020 13:37
Video Watched,Patna,UmPKIk96duabS4iLf8LuZEr8Ls63,a071a3fd-98fd-416d-b85d-84fc3fc4698e,UmPKIk96duabS4iLf8LuZEr8Ls63,xiaomi,01-11-2020,01-11-2020 13:10
App Access,Ludhiana,2806997486484e59b67dabd92d5bd370,db8569aa-43fa-4cc2-adfc-76a5a2f2282d,2806997486484e59b67dabd92d5bd370,vivo,01-11-2020,01-11-2020 13:15
Video Watched,Bhubaneswar,null,0c11086a-268d-41ba-b1aa-ec51fda20805,MffjojmDvnSQ5MrVHEK0oGqe6xi2,vivo,01-11-2020,01-11-2020 13:32
App Access,Patna,Rhy7cn1lEHSXb6bpFDs7iiIAjf43,323f86b1-ca9a-4944-aa75-655faa3c9983,Rhy7cn1lEHSXb6bpFDs7iiIAjf43,xiaomi,01-11-2020,01-11-2020 13:00
App Access,Hisar,4e1afea79d2d4a75af245ece93638f47,a90fa179-9346-4880-aff0-0d5b10d173ed,4e1afea79d2d4a75af245ece93638f47,vivo,01-11-2020,01-11-2020 12:59
App Access,Banka,Vm5ce5XjGYcUn04qPi5tgT6hwQl1,4830001e-85f1-454d-adff-03e10a8bbad7,Vm5ce5XjGYcUn04qPi5tgT6hwQl1,samsung,01-11-2020,01-11-2020 12:17
App Access,Pune,08f6eed3c6d34b91b90134ad7ec70f89,ec274ef4-f069-4184-8eab-ae52789cf94e,08f6eed3c6d34b91b90134ad7ec70f89,realme,01-11-2020,01-11-2020 12:33
App Access,Ahmedabad,null,5cc5a483-ff67-4bd4-9282-598cd750bf4e,5cce65445c90476ab5f084c5e836c272,vivo,01-11-2020,01-11-2020 13:57
App Access,Surat,null,0F96A2E8-4DA0-41CD-9E74-B116DA8CB137,null,null,01-11-2020,01-11-2020 13:08
